file_name,vulnerability,model
falcon2-11B-4066.c,0,falcon2
gpt35-8905.c,1,gpt35
mistral_7b-2556.c,1,mistral_7b
llama2-13B-18444.c,0,llama2
falcon2-11B-11892.c,1,falcon2
gemini_pro-31402.c,0,gemini_pro
gpt4o_mini-276.c,0,gpt4o_mini
llama2-13B-13035.c,0,llama2
codellama_13b-882.c,0,codellama_13b
llama2-13B-19535.c,0,llama2
codellama_13b-120.c,1,codellama_13b
falcon180b-43606.c,0,falcon180b
falcon2-11B-1950.c,1,falcon2
gemini_pro-11701.c,0,gemini_pro
gemini_pro-16292.c,0,gemini_pro
codellama_13b-7249.c,1,codellama_13b
mistral_7b-1444.c,0,mistral_7b
falcon2-11B-4921.c,0,falcon2
gpt4o_mini-16715.c,0,gpt4o_mini
gpt4o_mini-36746.c,1,gpt4o_mini
codellama_13b-8869.c,1,codellama_13b
falcon180b-44692.c,1,falcon180b
falcon180b-51707.c,1,falcon180b
codellama_13b-10661.c,1,codellama_13b
gemini_pro-1761.c,0,gemini_pro
gemma7b-42048.c,1,gemma7b
codellama_13b-5758.c,1,codellama_13b
gemini_pro-23251.c,1,gemini_pro
gpt35-20373.c,1,gpt35
gpt35-26854.c,0,gpt35
gpt35-32379.c,0,gpt35
falcon2-11B-6475.c,1,falcon2
llama2-13B-16180.c,0,llama2
falcon180b-67647.c,1,falcon180b
falcon180b-32318.c,0,falcon180b
gpt35-22624.c,1,gpt35
gemini_pro-11475.c,0,gemini_pro
gemini_pro-20382.c,1,gemini_pro
mistral_7b-1266.c,1,mistral_7b
gpt35-31639.c,1,gpt35
mistral_7b-9200.c,1,mistral_7b
codellama_13b-6458.c,0,codellama_13b
falcon180b-4249.c,0,falcon180b
gemma7b-28714.c,0,gemma7b
gpt35-43190.c,0,gpt35
falcon2-11B-3933.c,0,falcon2
llama2-13B-19750.c,1,llama2
mistral_7b-3088.c,1,mistral_7b
gpt35-47973.c,1,gpt35
gemma7b-3781.c,1,gemma7b
falcon2-11B-8096.c,0,falcon2
codellama_13b-2196.c,1,codellama_13b
gemma7b-28863.c,0,gemma7b
gemma7b-20462.c,1,gemma7b
falcon2-11B-3715.c,0,falcon2
gemma7b-3356.c,1,gemma7b
gpt35-14289.c,1,gpt35
llama2-13B-10971.c,1,llama2
gemini_pro-17903.c,1,gemini_pro
gpt4o_mini-29081.c,1,gpt4o_mini
gemma7b-40740.c,0,gemma7b
gpt35-7759.c,0,gpt35
gemini_pro-39631.c,0,gemini_pro
gemma7b-40891.c,0,gemma7b
gemini_pro-5674.c,1,gemini_pro
gemini_pro-24306.c,0,gemini_pro
falcon180b-57058.c,0,falcon180b
mistral_7b-5897.c,0,mistral_7b
falcon2-11B-6495.c,1,falcon2
gemini_pro-28358.c,0,gemini_pro
falcon180b-46220.c,1,falcon180b
gemma7b-35384.c,1,gemma7b
codellama_13b-2139.c,0,codellama_13b
gemma7b-11919.c,0,gemma7b
mistral_7b-6521.c,1,mistral_7b
falcon2-11B-4927.c,1,falcon2
gpt4o_mini-5148.c,0,gpt4o_mini
llama2-13B-4825.c,1,llama2
codellama_13b-6890.c,0,codellama_13b
gpt35-19407.c,1,gpt35
codellama_13b-3349.c,1,codellama_13b
gpt4o_mini-3608.c,0,gpt4o_mini
gemma7b-14760.c,0,gemma7b
codellama_13b-5973.c,0,codellama_13b
mistral_7b-3532.c,0,mistral_7b
falcon180b-67840.c,1,falcon180b
codellama_13b-1627.c,0,codellama_13b
mistral_7b-4793.c,1,mistral_7b
llama2-13B-14546.c,1,llama2
gemini_pro-76.c,1,gemini_pro
gemma7b-13730.c,0,gemma7b
gemini_pro-15061.c,1,gemini_pro
gpt4o_mini-24531.c,0,gpt4o_mini
gpt35-44435.c,1,gpt35
mistral_7b-6316.c,0,mistral_7b
gpt35-9153.c,0,gpt35
gpt4o_mini-22352.c,0,gpt4o_mini
gpt35-7078.c,0,gpt35
falcon2-11B-4192.c,0,falcon2
gpt4o_mini-33611.c,0,gpt4o_mini
gemini_pro-38980.c,1,gemini_pro
gpt35-8076.c,1,gpt35
falcon180b-47662.c,1,falcon180b
llama2-13B-4319.c,0,llama2
falcon180b-16454.c,0,falcon180b
gemini_pro-24625.c,1,gemini_pro
mistral_7b-2610.c,0,mistral_7b
gemma7b-46143.c,0,gemma7b
mistral_7b-3067.c,1,mistral_7b
gpt4o_mini-27597.c,0,gpt4o_mini
gemini_pro-25692.c,1,gemini_pro
falcon2-11B-6689.c,1,falcon2
falcon180b-28676.c,1,falcon180b
gemini_pro-10995.c,1,gemini_pro
falcon180b-33073.c,1,falcon180b
codellama_13b-6591.c,1,codellama_13b
gpt4o_mini-12181.c,0,gpt4o_mini
falcon2-11B-11987.c,1,falcon2
falcon2-11B-517.c,0,falcon2
gpt35-18479.c,1,gpt35
gemini_pro-2816.c,1,gemini_pro
codellama_13b-5809.c,0,codellama_13b
llama2-13B-14790.c,1,llama2
codellama_13b-4877.c,0,codellama_13b
gpt4o_mini-22079.c,1,gpt4o_mini
gemini_pro-28591.c,1,gemini_pro
falcon2-11B-7603.c,1,falcon2
codellama_13b-9620.c,0,codellama_13b
gpt35-42791.c,0,gpt35
llama2-13B-5809.c,0,llama2
falcon2-11B-4035.c,0,falcon2
gpt35-17022.c,1,gpt35
gemma7b-26069.c,1,gemma7b
gpt35-77421.c,0,gpt35
gpt4o_mini-16740.c,0,gpt4o_mini
falcon2-11B-8700.c,1,falcon2
gemini_pro-35522.c,1,gemini_pro
gemini_pro-2562.c,0,gemini_pro
llama2-13B-13396.c,0,llama2
codellama_13b-10632.c,0,codellama_13b
falcon2-11B-1596.c,1,falcon2
falcon2-11B-7088.c,0,falcon2
gemini_pro-30355.c,0,gemini_pro
mistral_7b-1519.c,0,mistral_7b
gemini_pro-16698.c,1,gemini_pro
gemma7b-31027.c,1,gemma7b
codellama_13b-10172.c,1,codellama_13b
falcon180b-53186.c,0,falcon180b
mistral_7b-3967.c,1,mistral_7b
gpt4o_mini-35854.c,0,gpt4o_mini
mistral_7b-8793.c,1,mistral_7b
mistral_7b-4818.c,0,mistral_7b
gpt4o_mini-27983.c,0,gpt4o_mini
mistral_7b-3177.c,0,mistral_7b
codellama_13b-9604.c,1,codellama_13b
codellama_13b-2653.c,0,codellama_13b
llama2-13B-5394.c,0,llama2
mistral_7b-1306.c,0,mistral_7b
gpt4o_mini-29189.c,1,gpt4o_mini
falcon2-11B-5800.c,1,falcon2
falcon180b-51482.c,0,falcon180b
falcon2-11B-5292.c,1,falcon2
codellama_13b-11903.c,1,codellama_13b
falcon180b-4892.c,1,falcon180b
gemini_pro-14944.c,1,gemini_pro
mistral_7b-2641.c,1,mistral_7b
llama2-13B-18227.c,1,llama2
falcon180b-19557.c,1,falcon180b
falcon2-11B-1827.c,1,falcon2
gemini_pro-18994.c,0,gemini_pro
gemma7b-6333.c,0,gemma7b
gemini_pro-4933.c,0,gemini_pro
mistral_7b-9247.c,1,mistral_7b
falcon180b-24096.c,0,falcon180b
falcon180b-49060.c,0,falcon180b
falcon180b-57426.c,0,falcon180b
mistral_7b-5450.c,0,mistral_7b
gemini_pro-30978.c,1,gemini_pro
gpt35-23659.c,1,gpt35
gpt35-76581.c,1,gpt35
codellama_13b-6361.c,0,codellama_13b
codellama_13b-9952.c,1,codellama_13b
gpt35-33026.c,0,gpt35
falcon180b-54858.c,1,falcon180b
falcon180b-42434.c,1,falcon180b
gpt4o_mini-5379.c,1,gpt4o_mini
gpt35-34932.c,0,gpt35
gemini_pro-27876.c,1,gemini_pro
llama2-13B-7323.c,1,llama2
gpt35-63202.c,1,gpt35
codellama_13b-3183.c,0,codellama_13b
gpt4o_mini-39039.c,0,gpt4o_mini
falcon180b-555.c,0,falcon180b
falcon2-11B-10800.c,0,falcon2
falcon2-11B-2521.c,1,falcon2
gemini_pro-8039.c,1,gemini_pro
codellama_13b-9029.c,1,codellama_13b
gpt4o_mini-6363.c,0,gpt4o_mini
codellama_13b-323.c,0,codellama_13b
gemma7b-46382.c,1,gemma7b
mistral_7b-7971.c,0,mistral_7b
falcon2-11B-6106.c,0,falcon2
falcon2-11B-4577.c,0,falcon2
gpt4o_mini-15143.c,1,gpt4o_mini
falcon180b-45603.c,0,falcon180b
mistral_7b-6072.c,0,mistral_7b
gemini_pro-39975.c,1,gemini_pro
codellama_13b-2619.c,0,codellama_13b
falcon2-11B-11552.c,0,falcon2
mistral_7b-5931.c,1,mistral_7b
falcon180b-26727.c,0,falcon180b
mistral_7b-5034.c,0,mistral_7b
mistral_7b-1890.c,0,mistral_7b
falcon180b-24386.c,0,falcon180b
falcon2-11B-2593.c,0,falcon2
mistral_7b-3468.c,1,mistral_7b
llama2-13B-9940.c,0,llama2
gpt35-62553.c,0,gpt35
falcon2-11B-7124.c,0,falcon2
gemma7b-38191.c,0,gemma7b
falcon2-11B-91.c,1,falcon2
falcon180b-18542.c,0,falcon180b
mistral_7b-866.c,1,mistral_7b
llama2-13B-15385.c,1,llama2
gemma7b-36813.c,1,gemma7b
falcon180b-52828.c,1,falcon180b
falcon180b-60818.c,1,falcon180b
gemini_pro-5796.c,0,gemini_pro
codellama_13b-3095.c,0,codellama_13b
gemma7b-27811.c,0,gemma7b
gemma7b-37086.c,0,gemma7b
gemini_pro-38380.c,1,gemini_pro
gemini_pro-11916.c,0,gemini_pro
llama2-13B-19383.c,1,llama2
gemma7b-23842.c,0,gemma7b
gemma7b-30392.c,0,gemma7b
gpt4o_mini-14853.c,1,gpt4o_mini
falcon2-11B-11911.c,1,falcon2
llama2-13B-1375.c,1,llama2
codellama_13b-4999.c,1,codellama_13b
falcon2-11B-3847.c,0,falcon2
gemini_pro-150.c,1,gemini_pro
llama2-13B-11681.c,0,llama2
gemma7b-16922.c,1,gemma7b
codellama_13b-3425.c,0,codellama_13b
gpt35-29719.c,1,gpt35
mistral_7b-6592.c,0,mistral_7b
falcon2-11B-2187.c,0,falcon2
falcon180b-24472.c,0,falcon180b
mistral_7b-3527.c,0,mistral_7b
gemini_pro-22033.c,1,gemini_pro
gemma7b-5171.c,0,gemma7b
mistral_7b-5717.c,0,mistral_7b
mistral_7b-3745.c,1,mistral_7b
falcon180b-36468.c,1,falcon180b
falcon2-11B-3383.c,1,falcon2
gpt4o_mini-30283.c,0,gpt4o_mini
mistral_7b-1516.c,1,mistral_7b
codellama_13b-8951.c,0,codellama_13b
gpt4o_mini-19148.c,0,gpt4o_mini
gpt4o_mini-13630.c,1,gpt4o_mini
gpt35-17377.c,0,gpt35
gemini_pro-2013.c,0,gemini_pro
falcon2-11B-1269.c,1,falcon2
mistral_7b-4136.c,1,mistral_7b
gemini_pro-35981.c,1,gemini_pro
gpt4o_mini-34779.c,0,gpt4o_mini
falcon2-11B-11307.c,1,falcon2
codellama_13b-5568.c,0,codellama_13b
codellama_13b-7018.c,1,codellama_13b
gemma7b-10613.c,1,gemma7b
gemma7b-20494.c,1,gemma7b
mistral_7b-5416.c,0,mistral_7b
falcon2-11B-6056.c,0,falcon2
gemini_pro-36040.c,0,gemini_pro
falcon180b-7814.c,0,falcon180b
gpt4o_mini-9858.c,0,gpt4o_mini
llama2-13B-9701.c,1,llama2
codellama_13b-3623.c,0,codellama_13b
falcon180b-41356.c,1,falcon180b
codellama_13b-6972.c,1,codellama_13b
gpt4o_mini-34162.c,1,gpt4o_mini
mistral_7b-8198.c,0,mistral_7b
codellama_13b-1658.c,1,codellama_13b
falcon2-11B-3474.c,0,falcon2
mistral_7b-4986.c,0,mistral_7b
gpt35-36668.c,0,gpt35
falcon2-11B-1370.c,0,falcon2
gpt4o_mini-17325.c,0,gpt4o_mini
gemini_pro-26052.c,1,gemini_pro
falcon180b-70406.c,0,falcon180b
falcon2-11B-2896.c,1,falcon2
llama2-13B-94.c,0,llama2
falcon180b-68774.c,0,falcon180b
gemini_pro-25568.c,0,gemini_pro
llama2-13B-9123.c,1,llama2
gpt4o_mini-26805.c,0,gpt4o_mini
gpt4o_mini-18144.c,0,gpt4o_mini
gpt35-45986.c,0,gpt35
llama2-13B-6503.c,0,llama2
gpt35-69445.c,1,gpt35
gpt35-14314.c,1,gpt35
gpt35-65065.c,1,gpt35
gemini_pro-3005.c,1,gemini_pro
mistral_7b-9128.c,1,mistral_7b
falcon2-11B-61.c,1,falcon2
mistral_7b-8189.c,0,mistral_7b
falcon180b-60283.c,0,falcon180b
falcon180b-54983.c,0,falcon180b
falcon2-11B-1225.c,0,falcon2
falcon180b-70500.c,0,falcon180b
gemma7b-35975.c,1,gemma7b
gpt35-32891.c,0,gpt35
llama2-13B-1982.c,1,llama2
gpt35-37542.c,1,gpt35
codellama_13b-7148.c,1,codellama_13b
mistral_7b-7963.c,1,mistral_7b
gemma7b-38258.c,0,gemma7b
gpt35-19310.c,1,gpt35
llama2-13B-12580.c,1,llama2
gemini_pro-29415.c,0,gemini_pro
mistral_7b-4616.c,0,mistral_7b
falcon2-11B-6626.c,1,falcon2
llama2-13B-4442.c,1,llama2
falcon180b-71407.c,1,falcon180b
codellama_13b-5058.c,0,codellama_13b
mistral_7b-3895.c,1,mistral_7b
gpt35-2641.c,0,gpt35
gpt4o_mini-13490.c,0,gpt4o_mini
llama2-13B-9297.c,0,llama2
gemma7b-45759.c,0,gemma7b
codellama_13b-4336.c,1,codellama_13b
gemini_pro-3669.c,0,gemini_pro
falcon2-11B-9475.c,0,falcon2
gemini_pro-3557.c,0,gemini_pro
codellama_13b-11152.c,0,codellama_13b
codellama_13b-7194.c,0,codellama_13b
gpt4o_mini-26735.c,0,gpt4o_mini
gemma7b-42168.c,0,gemma7b
falcon180b-63708.c,1,falcon180b
mistral_7b-4835.c,0,mistral_7b
gemma7b-11730.c,0,gemma7b
codellama_13b-11177.c,1,codellama_13b
gpt4o_mini-5843.c,0,gpt4o_mini
falcon2-11B-10152.c,1,falcon2
mistral_7b-3106.c,0,mistral_7b
gemini_pro-8954.c,0,gemini_pro
gemma7b-7237.c,1,gemma7b
llama2-13B-14209.c,1,llama2
gemma7b-27066.c,1,gemma7b
gemini_pro-4941.c,0,gemini_pro
mistral_7b-2970.c,1,mistral_7b
gpt4o_mini-1657.c,0,gpt4o_mini
falcon180b-52895.c,0,falcon180b
llama2-13B-17403.c,0,llama2
codellama_13b-8782.c,0,codellama_13b
llama2-13B-10853.c,1,llama2
gpt35-21102.c,0,gpt35
falcon180b-39682.c,0,falcon180b
llama2-13B-4243.c,0,llama2
falcon2-11B-10173.c,1,falcon2
gemma7b-39441.c,0,gemma7b
gemma7b-27249.c,1,gemma7b
falcon180b-36477.c,1,falcon180b
gpt4o_mini-11813.c,0,gpt4o_mini
gemma7b-42560.c,0,gemma7b
llama2-13B-7002.c,0,llama2
llama2-13B-9823.c,0,llama2
falcon180b-47169.c,0,falcon180b
codellama_13b-147.c,0,codellama_13b
llama2-13B-4069.c,1,llama2
falcon180b-22952.c,1,falcon180b
falcon180b-37169.c,0,falcon180b
falcon2-11B-6555.c,0,falcon2
codellama_13b-5930.c,0,codellama_13b
codellama_13b-6586.c,0,codellama_13b
gemini_pro-11182.c,1,gemini_pro
gemma7b-42672.c,0,gemma7b
falcon2-11B-6893.c,1,falcon2
llama2-13B-14412.c,0,llama2
gemma7b-11851.c,0,gemma7b
gpt35-69405.c,1,gpt35
falcon180b-17694.c,0,falcon180b
falcon180b-13497.c,1,falcon180b
codellama_13b-7854.c,1,codellama_13b
mistral_7b-6863.c,0,mistral_7b
gpt35-23418.c,1,gpt35
codellama_13b-19.c,1,codellama_13b
gpt4o_mini-11469.c,1,gpt4o_mini
mistral_7b-3119.c,1,mistral_7b
gemma7b-2638.c,1,gemma7b
falcon180b-61148.c,0,falcon180b
falcon180b-25669.c,1,falcon180b
gemma7b-3375.c,0,gemma7b
gemini_pro-1492.c,1,gemini_pro
llama2-13B-1360.c,1,llama2
gpt35-61019.c,1,gpt35
gpt35-55495.c,1,gpt35
mistral_7b-1844.c,1,mistral_7b
llama2-13B-6177.c,0,llama2
gemini_pro-2758.c,0,gemini_pro
falcon2-11B-6979.c,0,falcon2
gemma7b-40995.c,0,gemma7b
gpt4o_mini-4682.c,0,gpt4o_mini
llama2-13B-15993.c,1,llama2
gpt4o_mini-4563.c,1,gpt4o_mini
llama2-13B-4729.c,1,llama2
gpt35-35736.c,0,gpt35
falcon180b-24190.c,1,falcon180b
gpt4o_mini-12691.c,0,gpt4o_mini
gemini_pro-10009.c,0,gemini_pro
gemini_pro-12732.c,1,gemini_pro
llama2-13B-12694.c,1,llama2
falcon2-11B-8745.c,1,falcon2
codellama_13b-7957.c,1,codellama_13b
llama2-13B-13853.c,0,llama2
gemini_pro-39330.c,1,gemini_pro
falcon180b-58242.c,0,falcon180b
codellama_13b-11831.c,0,codellama_13b
falcon180b-71205.c,1,falcon180b
codellama_13b-8399.c,1,codellama_13b
gemma7b-26332.c,1,gemma7b
gemini_pro-21388.c,1,gemini_pro
gemma7b-36571.c,1,gemma7b
gemini_pro-16339.c,0,gemini_pro
falcon180b-10940.c,1,falcon180b
gpt35-22251.c,1,gpt35
gpt4o_mini-3416.c,0,gpt4o_mini
codellama_13b-2363.c,0,codellama_13b
mistral_7b-5300.c,0,mistral_7b
gemma7b-1180.c,0,gemma7b
falcon180b-20133.c,0,falcon180b
gpt35-68637.c,1,gpt35
falcon180b-70569.c,0,falcon180b
mistral_7b-4058.c,0,mistral_7b
codellama_13b-7778.c,1,codellama_13b
gemini_pro-16139.c,0,gemini_pro
llama2-13B-10279.c,1,llama2
falcon180b-50705.c,0,falcon180b
falcon180b-67362.c,0,falcon180b
gpt4o_mini-29460.c,0,gpt4o_mini
falcon180b-71782.c,1,falcon180b
gemini_pro-37407.c,0,gemini_pro
llama2-13B-2187.c,0,llama2
codellama_13b-8026.c,0,codellama_13b
llama2-13B-19198.c,0,llama2
codellama_13b-2706.c,0,codellama_13b
llama2-13B-1097.c,0,llama2
gpt4o_mini-27340.c,1,gpt4o_mini
gpt4o_mini-32737.c,1,gpt4o_mini
gemma7b-11155.c,0,gemma7b
falcon180b-26849.c,1,falcon180b
gpt35-7816.c,0,gpt35
gemma7b-2063.c,0,gemma7b
codellama_13b-3973.c,1,codellama_13b
llama2-13B-10211.c,0,llama2
gpt4o_mini-31379.c,0,gpt4o_mini
falcon2-11B-9467.c,1,falcon2
mistral_7b-5728.c,0,mistral_7b
llama2-13B-14378.c,1,llama2
codellama_13b-51.c,0,codellama_13b
codellama_13b-9674.c,1,codellama_13b
gemini_pro-27983.c,0,gemini_pro
codellama_13b-10125.c,1,codellama_13b
falcon2-11B-3331.c,0,falcon2
mistral_7b-9053.c,0,mistral_7b
falcon2-11B-7786.c,0,falcon2
gemma7b-12004.c,1,gemma7b
gemma7b-20799.c,1,gemma7b
falcon180b-56115.c,1,falcon180b
gpt35-39407.c,1,gpt35
gpt35-4053.c,1,gpt35
codellama_13b-6407.c,0,codellama_13b
gpt35-71509.c,0,gpt35
falcon180b-43377.c,0,falcon180b
falcon180b-40265.c,1,falcon180b
codellama_13b-11665.c,1,codellama_13b
gemini_pro-25807.c,1,gemini_pro
gemini_pro-37341.c,1,gemini_pro
falcon180b-71283.c,0,falcon180b
gpt35-30709.c,0,gpt35
falcon180b-6129.c,1,falcon180b
falcon180b-49032.c,1,falcon180b
gemini_pro-25368.c,0,gemini_pro
gpt4o_mini-28389.c,0,gpt4o_mini
mistral_7b-7195.c,1,mistral_7b
codellama_13b-8626.c,0,codellama_13b
falcon180b-33034.c,1,falcon180b
gemini_pro-16285.c,1,gemini_pro
gpt4o_mini-20529.c,0,gpt4o_mini
gpt4o_mini-6640.c,1,gpt4o_mini
gpt35-63812.c,1,gpt35
gemma7b-9602.c,1,gemma7b
gemma7b-32435.c,1,gemma7b
falcon180b-24256.c,0,falcon180b
gemini_pro-6708.c,0,gemini_pro
gpt4o_mini-35052.c,0,gpt4o_mini
falcon2-11B-3861.c,1,falcon2
mistral_7b-3359.c,0,mistral_7b
mistral_7b-7518.c,1,mistral_7b
gpt35-25470.c,1,gpt35
gemini_pro-14524.c,1,gemini_pro
gpt35-1425.c,1,gpt35
gemini_pro-26325.c,1,gemini_pro
gemma7b-3733.c,0,gemma7b
gpt4o_mini-16484.c,1,gpt4o_mini
mistral_7b-7478.c,0,mistral_7b
gemini_pro-35570.c,1,gemini_pro
codellama_13b-8610.c,1,codellama_13b
llama2-13B-19658.c,1,llama2
gemma7b-165.c,1,gemma7b
llama2-13B-6170.c,0,llama2
falcon180b-40920.c,1,falcon180b
gemini_pro-4358.c,1,gemini_pro
gemma7b-29602.c,1,gemma7b
mistral_7b-8280.c,0,mistral_7b
falcon180b-8461.c,1,falcon180b
gpt35-11471.c,1,gpt35
falcon180b-65731.c,1,falcon180b
falcon180b-46442.c,0,falcon180b
gpt35-71372.c,1,gpt35
codellama_13b-816.c,1,codellama_13b
codellama_13b-4694.c,0,codellama_13b
gemini_pro-27423.c,1,gemini_pro
codellama_13b-1955.c,0,codellama_13b
mistral_7b-5115.c,1,mistral_7b
mistral_7b-3570.c,0,mistral_7b
falcon2-11B-4956.c,0,falcon2
gpt4o_mini-1593.c,0,gpt4o_mini
llama2-13B-10873.c,1,llama2
falcon180b-25806.c,1,falcon180b
gemini_pro-21952.c,1,gemini_pro
mistral_7b-1370.c,1,mistral_7b
mistral_7b-774.c,1,mistral_7b
mistral_7b-9417.c,0,mistral_7b
gemma7b-35110.c,0,gemma7b
gemma7b-36030.c,1,gemma7b
gpt35-72411.c,0,gpt35
llama2-13B-4101.c,0,llama2
mistral_7b-1520.c,0,mistral_7b
gemma7b-36519.c,1,gemma7b
gpt35-7981.c,0,gpt35
mistral_7b-1640.c,0,mistral_7b
llama2-13B-7805.c,0,llama2
gemini_pro-10171.c,1,gemini_pro
codellama_13b-7363.c,1,codellama_13b
falcon180b-58871.c,0,falcon180b
falcon2-11B-2991.c,1,falcon2
llama2-13B-5335.c,0,llama2
gemini_pro-3042.c,0,gemini_pro
gemini_pro-36043.c,0,gemini_pro
falcon180b-2333.c,0,falcon180b
codellama_13b-6313.c,0,codellama_13b
falcon2-11B-3504.c,0,falcon2
gemini_pro-2385.c,1,gemini_pro
gpt4o_mini-10323.c,0,gpt4o_mini
gemini_pro-180.c,1,gemini_pro
falcon2-11B-11608.c,0,falcon2
gpt4o_mini-35985.c,0,gpt4o_mini
mistral_7b-8821.c,1,mistral_7b
gemma7b-6440.c,0,gemma7b
codellama_13b-6169.c,1,codellama_13b
gpt35-11906.c,0,gpt35
llama2-13B-8349.c,1,llama2
gpt35-27011.c,1,gpt35
codellama_13b-10480.c,0,codellama_13b
gpt35-23465.c,1,gpt35
gemma7b-19008.c,1,gemma7b
llama2-13B-13570.c,1,llama2
gpt4o_mini-19766.c,1,gpt4o_mini
mistral_7b-3928.c,0,mistral_7b
gemma7b-25053.c,1,gemma7b
falcon2-11B-790.c,0,falcon2
falcon2-11B-10401.c,1,falcon2
codellama_13b-2739.c,1,codellama_13b
mistral_7b-7347.c,0,mistral_7b
gpt4o_mini-34608.c,0,gpt4o_mini
gpt4o_mini-959.c,1,gpt4o_mini
llama2-13B-7714.c,1,llama2
gpt35-76853.c,1,gpt35
gpt4o_mini-35642.c,0,gpt4o_mini
falcon180b-52483.c,0,falcon180b
mistral_7b-8432.c,1,mistral_7b
codellama_13b-2558.c,0,codellama_13b
codellama_13b-8277.c,1,codellama_13b
gemma7b-15173.c,0,gemma7b
mistral_7b-1831.c,0,mistral_7b
llama2-13B-15019.c,0,llama2
falcon2-11B-6280.c,1,falcon2
falcon180b-38885.c,0,falcon180b
falcon2-11B-5388.c,1,falcon2
llama2-13B-2547.c,0,llama2
llama2-13B-5643.c,0,llama2
mistral_7b-800.c,1,mistral_7b
mistral_7b-8324.c,1,mistral_7b
llama2-13B-8653.c,0,llama2
gemini_pro-14834.c,1,gemini_pro
gpt35-40620.c,1,gpt35
falcon2-11B-10760.c,1,falcon2
falcon2-11B-3778.c,0,falcon2
gemini_pro-16716.c,1,gemini_pro
gpt35-13328.c,1,gpt35
codellama_13b-3400.c,0,codellama_13b
gpt4o_mini-24102.c,0,gpt4o_mini
gpt35-20856.c,0,gpt35
gpt4o_mini-30493.c,0,gpt4o_mini
falcon180b-53802.c,1,falcon180b
mistral_7b-4543.c,0,mistral_7b
gemini_pro-19142.c,0,gemini_pro
gemini_pro-14818.c,1,gemini_pro
gpt4o_mini-9798.c,1,gpt4o_mini
gpt35-45135.c,1,gpt35
gpt35-42726.c,0,gpt35
mistral_7b-4367.c,0,mistral_7b
gpt4o_mini-24878.c,1,gpt4o_mini
gemini_pro-3662.c,1,gemini_pro
gpt35-44266.c,1,gpt35
gemma7b-39368.c,0,gemma7b
falcon180b-38273.c,1,falcon180b
gpt4o_mini-14903.c,1,gpt4o_mini
mistral_7b-3796.c,0,mistral_7b
codellama_13b-11847.c,0,codellama_13b
gpt35-20835.c,0,gpt35
gemma7b-27380.c,0,gemma7b
falcon2-11B-2846.c,0,falcon2
codellama_13b-6367.c,0,codellama_13b
falcon180b-27441.c,0,falcon180b
falcon180b-3232.c,0,falcon180b
gemma7b-11435.c,0,gemma7b
gpt35-26802.c,0,gpt35
codellama_13b-10443.c,0,codellama_13b
codellama_13b-2573.c,0,codellama_13b
gpt4o_mini-6.c,1,gpt4o_mini
falcon180b-53876.c,1,falcon180b
mistral_7b-5445.c,0,mistral_7b
falcon2-11B-4019.c,0,falcon2
falcon2-11B-11655.c,1,falcon2
falcon2-11B-10925.c,0,falcon2
llama2-13B-17618.c,1,llama2
llama2-13B-17245.c,0,llama2
gpt35-76169.c,1,gpt35
gemini_pro-34792.c,0,gemini_pro
gemma7b-13748.c,0,gemma7b
falcon2-11B-10611.c,0,falcon2
falcon180b-31941.c,0,falcon180b
gemma7b-43458.c,0,gemma7b
codellama_13b-2919.c,0,codellama_13b
falcon180b-61254.c,0,falcon180b
gemini_pro-1122.c,1,gemini_pro
gemma7b-2914.c,1,gemma7b
gemma7b-13631.c,1,gemma7b
codellama_13b-7879.c,1,codellama_13b
gpt35-55423.c,0,gpt35
gemini_pro-12694.c,1,gemini_pro
gemma7b-28777.c,0,gemma7b
llama2-13B-18254.c,1,llama2
gpt4o_mini-19361.c,0,gpt4o_mini
gemma7b-20223.c,0,gemma7b
gpt35-51965.c,0,gpt35
llama2-13B-13401.c,1,llama2
codellama_13b-5483.c,1,codellama_13b
llama2-13B-16621.c,1,llama2
codellama_13b-10322.c,0,codellama_13b
codellama_13b-9853.c,0,codellama_13b
falcon2-11B-5655.c,0,falcon2
codellama_13b-4767.c,0,codellama_13b
falcon180b-48574.c,0,falcon180b
gpt35-61810.c,0,gpt35
gpt35-55.c,1,gpt35
gemma7b-25418.c,0,gemma7b
gpt4o_mini-4076.c,0,gpt4o_mini
gpt4o_mini-23581.c,1,gpt4o_mini
falcon180b-2868.c,1,falcon180b
falcon2-11B-2736.c,0,falcon2
llama2-13B-1380.c,1,llama2
gpt4o_mini-26628.c,1,gpt4o_mini
falcon180b-69853.c,0,falcon180b
gpt35-68918.c,1,gpt35
gemma7b-45184.c,1,gemma7b
falcon180b-29072.c,0,falcon180b
falcon180b-12728.c,1,falcon180b
gemini_pro-3403.c,0,gemini_pro
llama2-13B-14098.c,0,llama2
falcon180b-45157.c,1,falcon180b
gemma7b-43054.c,0,gemma7b
mistral_7b-2463.c,1,mistral_7b
gemma7b-2946.c,1,gemma7b
llama2-13B-7676.c,0,llama2
mistral_7b-1315.c,0,mistral_7b
gpt4o_mini-29924.c,1,gpt4o_mini
mistral_7b-2680.c,1,mistral_7b
falcon2-11B-30.c,1,falcon2
codellama_13b-2381.c,0,codellama_13b
gpt4o_mini-2862.c,1,gpt4o_mini
codellama_13b-6113.c,1,codellama_13b
llama2-13B-8993.c,1,llama2
mistral_7b-6916.c,0,mistral_7b
