file_name,vulnerability,model
falcon180b-42918.c,1,falcon180b
gemma7b-9658.c,0,gemma7b
gpt35-21453.c,0,gpt35
mistral_7b-8929.c,1,mistral_7b
falcon2-11B-6737.c,1,falcon2
gpt4o_mini-32560.c,0,gpt4o_mini
gpt35-47356.c,0,gpt35
falcon2-11B-6073.c,1,falcon2
falcon2-11B-4002.c,0,falcon2
mistral_7b-1836.c,1,mistral_7b
gemma7b-9853.c,0,gemma7b
llama2-13B-18752.c,1,llama2
mistral_7b-3527.c,0,mistral_7b
codellama_13b-7950.c,1,codellama_13b
gpt35-5512.c,1,gpt35
gpt4o_mini-8177.c,0,gpt4o_mini
gemini_pro-33086.c,0,gemini_pro
gpt35-34432.c,1,gpt35
gpt35-75295.c,1,gpt35
falcon2-11B-4927.c,1,falcon2
falcon2-11B-1114.c,1,falcon2
falcon180b-46.c,1,falcon180b
gemma7b-39524.c,0,gemma7b
mistral_7b-164.c,0,mistral_7b
gpt4o_mini-29319.c,0,gpt4o_mini
falcon2-11B-5205.c,1,falcon2
falcon2-11B-9668.c,0,falcon2
gpt35-62847.c,1,gpt35
gemma7b-8749.c,0,gemma7b
gemini_pro-12958.c,1,gemini_pro
falcon2-11B-5974.c,0,falcon2
llama2-13B-5570.c,0,llama2
gpt4o_mini-21121.c,0,gpt4o_mini
codellama_13b-4691.c,1,codellama_13b
gpt4o_mini-17361.c,0,gpt4o_mini
codellama_13b-3952.c,0,codellama_13b
falcon180b-70162.c,1,falcon180b
gemini_pro-13277.c,0,gemini_pro
codellama_13b-2474.c,1,codellama_13b
falcon2-11B-8486.c,0,falcon2
falcon180b-68233.c,0,falcon180b
gemini_pro-36789.c,0,gemini_pro
mistral_7b-755.c,0,mistral_7b
gpt35-28444.c,0,gpt35
gpt35-30867.c,1,gpt35
mistral_7b-7186.c,0,mistral_7b
gpt4o_mini-18059.c,1,gpt4o_mini
gemma7b-23426.c,1,gemma7b
gpt35-24874.c,0,gpt35
llama2-13B-8844.c,0,llama2
gemini_pro-10664.c,0,gemini_pro
llama2-13B-1121.c,1,llama2
llama2-13B-18990.c,1,llama2
gpt4o_mini-16956.c,0,gpt4o_mini
codellama_13b-7569.c,0,codellama_13b
falcon2-11B-335.c,1,falcon2
llama2-13B-6652.c,1,llama2
falcon2-11B-8444.c,0,falcon2
gpt4o_mini-18101.c,1,gpt4o_mini
falcon2-11B-8598.c,1,falcon2
gemma7b-26861.c,1,gemma7b
llama2-13B-7861.c,1,llama2
mistral_7b-6839.c,1,mistral_7b
mistral_7b-3895.c,1,mistral_7b
gemini_pro-39388.c,0,gemini_pro
gemma7b-27778.c,1,gemma7b
falcon2-11B-7002.c,0,falcon2
falcon2-11B-1108.c,1,falcon2
codellama_13b-11777.c,0,codellama_13b
llama2-13B-6136.c,0,llama2
gemma7b-39123.c,0,gemma7b
llama2-13B-3042.c,1,llama2
falcon2-11B-6582.c,0,falcon2
gpt4o_mini-35287.c,1,gpt4o_mini
codellama_13b-993.c,0,codellama_13b
gpt35-13152.c,1,gpt35
gpt4o_mini-484.c,0,gpt4o_mini
falcon180b-15845.c,0,falcon180b
falcon2-11B-3718.c,0,falcon2
gpt4o_mini-25989.c,0,gpt4o_mini
gpt4o_mini-2371.c,1,gpt4o_mini
falcon2-11B-5262.c,0,falcon2
llama2-13B-17033.c,0,llama2
codellama_13b-7630.c,1,codellama_13b
mistral_7b-1965.c,1,mistral_7b
falcon180b-28866.c,1,falcon180b
codellama_13b-4395.c,0,codellama_13b
codellama_13b-1814.c,1,codellama_13b
gemma7b-14827.c,0,gemma7b
codellama_13b-3406.c,1,codellama_13b
gpt35-61019.c,1,gpt35
gpt35-56718.c,1,gpt35
gemma7b-40995.c,0,gemma7b
gpt4o_mini-17291.c,0,gpt4o_mini
llama2-13B-15369.c,1,llama2
gpt4o_mini-28853.c,0,gpt4o_mini
gemini_pro-10269.c,0,gemini_pro
llama2-13B-4804.c,1,llama2
falcon2-11B-2878.c,1,falcon2
gpt4o_mini-14431.c,0,gpt4o_mini
falcon2-11B-3044.c,1,falcon2
falcon180b-22959.c,0,falcon180b
gpt35-54491.c,0,gpt35
gemma7b-20377.c,1,gemma7b
codellama_13b-5496.c,0,codellama_13b
mistral_7b-1210.c,1,mistral_7b
falcon2-11B-3534.c,0,falcon2
codellama_13b-3737.c,1,codellama_13b
llama2-13B-6120.c,0,llama2
gemma7b-22418.c,1,gemma7b
falcon180b-65096.c,1,falcon180b
gemini_pro-19102.c,0,gemini_pro
gemini_pro-39449.c,1,gemini_pro
falcon180b-58170.c,0,falcon180b
llama2-13B-17780.c,1,llama2
gpt4o_mini-35266.c,1,gpt4o_mini
gpt35-4042.c,0,gpt35
gemini_pro-12621.c,0,gemini_pro
gpt35-44649.c,1,gpt35
gemma7b-7919.c,1,gemma7b
mistral_7b-1735.c,1,mistral_7b
codellama_13b-7845.c,1,codellama_13b
gemini_pro-10330.c,0,gemini_pro
mistral_7b-670.c,0,mistral_7b
gemini_pro-36054.c,1,gemini_pro
gpt35-39132.c,1,gpt35
llama2-13B-5152.c,0,llama2
llama2-13B-3890.c,1,llama2
mistral_7b-2146.c,1,mistral_7b
gpt4o_mini-11968.c,1,gpt4o_mini
gpt4o_mini-1013.c,1,gpt4o_mini
gemma7b-34421.c,1,gemma7b
gpt4o_mini-27686.c,0,gpt4o_mini
mistral_7b-5437.c,0,mistral_7b
gpt4o_mini-5019.c,0,gpt4o_mini
gpt4o_mini-27172.c,0,gpt4o_mini
codellama_13b-1437.c,1,codellama_13b
gpt35-15116.c,0,gpt35
gemini_pro-33773.c,1,gemini_pro
falcon2-11B-2757.c,0,falcon2
gemini_pro-5674.c,1,gemini_pro
gpt35-26780.c,0,gpt35
falcon2-11B-3830.c,0,falcon2
gpt35-4729.c,1,gpt35
falcon2-11B-11188.c,1,falcon2
gpt35-69445.c,1,gpt35
mistral_7b-3095.c,0,mistral_7b
codellama_13b-5933.c,0,codellama_13b
gemini_pro-22816.c,0,gemini_pro
gemini_pro-22902.c,1,gemini_pro
falcon2-11B-5955.c,0,falcon2
gpt35-428.c,0,gpt35
gpt35-42497.c,1,gpt35
gemma7b-32965.c,0,gemma7b
gpt4o_mini-29187.c,1,gpt4o_mini
llama2-13B-10133.c,1,llama2
gpt4o_mini-5550.c,1,gpt4o_mini
gpt35-76473.c,1,gpt35
gpt35-26802.c,0,gpt35
falcon2-11B-2079.c,1,falcon2
mistral_7b-5482.c,1,mistral_7b
codellama_13b-101.c,0,codellama_13b
falcon2-11B-912.c,1,falcon2
llama2-13B-12326.c,1,llama2
llama2-13B-14344.c,0,llama2
falcon2-11B-1591.c,0,falcon2
gpt4o_mini-24102.c,0,gpt4o_mini
gemma7b-35781.c,0,gemma7b
gemma7b-21941.c,0,gemma7b
mistral_7b-3173.c,1,mistral_7b
mistral_7b-3267.c,1,mistral_7b
codellama_13b-9120.c,1,codellama_13b
gpt4o_mini-4834.c,0,gpt4o_mini
falcon180b-43967.c,1,falcon180b
gemma7b-28562.c,0,gemma7b
gpt35-50905.c,1,gpt35
falcon180b-63739.c,0,falcon180b
gemini_pro-36043.c,0,gemini_pro
mistral_7b-4986.c,0,mistral_7b
falcon2-11B-1828.c,1,falcon2
gpt35-67263.c,1,gpt35
falcon180b-53329.c,0,falcon180b
falcon2-11B-6320.c,1,falcon2
gpt35-11252.c,0,gpt35
gemini_pro-6912.c,0,gemini_pro
llama2-13B-4553.c,1,llama2
codellama_13b-11928.c,1,codellama_13b
gpt35-60823.c,0,gpt35
gpt4o_mini-9409.c,1,gpt4o_mini
gemma7b-33171.c,0,gemma7b
gpt4o_mini-28778.c,0,gpt4o_mini
gemma7b-16181.c,0,gemma7b
gemini_pro-24465.c,0,gemini_pro
mistral_7b-8126.c,1,mistral_7b
gemma7b-3479.c,0,gemma7b
gemma7b-24046.c,0,gemma7b
falcon180b-42431.c,1,falcon180b
gpt4o_mini-2132.c,1,gpt4o_mini
mistral_7b-8010.c,0,mistral_7b
falcon180b-42588.c,0,falcon180b
falcon2-11B-1268.c,0,falcon2
falcon2-11B-4641.c,0,falcon2
gemini_pro-12694.c,1,gemini_pro
llama2-13B-5792.c,1,llama2
codellama_13b-5701.c,0,codellama_13b
mistral_7b-4159.c,1,mistral_7b
falcon180b-9957.c,0,falcon180b
falcon180b-3575.c,0,falcon180b
gpt35-11279.c,1,gpt35
gpt4o_mini-11165.c,0,gpt4o_mini
gpt35-15208.c,1,gpt35
falcon180b-19914.c,0,falcon180b
falcon2-11B-7903.c,1,falcon2
llama2-13B-11944.c,1,llama2
gemini_pro-3955.c,1,gemini_pro
llama2-13B-13659.c,1,llama2
falcon180b-47398.c,1,falcon180b
falcon180b-68750.c,0,falcon180b
falcon2-11B-2251.c,1,falcon2
codellama_13b-11915.c,0,codellama_13b
llama2-13B-2463.c,1,llama2
gpt35-43769.c,1,gpt35
mistral_7b-1860.c,0,mistral_7b
gemma7b-7696.c,1,gemma7b
falcon2-11B-2189.c,1,falcon2
gpt35-755.c,0,gpt35
gemini_pro-3017.c,1,gemini_pro
falcon180b-59462.c,0,falcon180b
gemma7b-23495.c,1,gemma7b
gemma7b-22325.c,0,gemma7b
gemma7b-11672.c,0,gemma7b
gemini_pro-38750.c,0,gemini_pro
gemma7b-36204.c,0,gemma7b
gpt35-55920.c,1,gpt35
gpt4o_mini-29218.c,1,gpt4o_mini
falcon2-11B-4207.c,0,falcon2
gpt35-62697.c,1,gpt35
llama2-13B-17967.c,0,llama2
mistral_7b-7106.c,0,mistral_7b
llama2-13B-19185.c,0,llama2
codellama_13b-1750.c,1,codellama_13b
falcon2-11B-4374.c,0,falcon2
llama2-13B-11151.c,0,llama2
falcon2-11B-4108.c,1,falcon2
mistral_7b-3428.c,0,mistral_7b
falcon180b-30893.c,0,falcon180b
codellama_13b-1360.c,0,codellama_13b
falcon2-11B-5482.c,1,falcon2
gpt4o_mini-8648.c,0,gpt4o_mini
llama2-13B-8913.c,1,llama2
gpt4o_mini-38086.c,1,gpt4o_mini
mistral_7b-3482.c,1,mistral_7b
gemini_pro-8954.c,0,gemini_pro
codellama_13b-9011.c,0,codellama_13b
codellama_13b-186.c,0,codellama_13b
gpt35-73524.c,0,gpt35
mistral_7b-4543.c,0,mistral_7b
gemma7b-688.c,1,gemma7b
mistral_7b-6336.c,0,mistral_7b
gemini_pro-34675.c,0,gemini_pro
llama2-13B-3251.c,1,llama2
llama2-13B-5000.c,1,llama2
gpt4o_mini-18737.c,1,gpt4o_mini
falcon180b-32318.c,0,falcon180b
gpt4o_mini-14551.c,1,gpt4o_mini
codellama_13b-2737.c,0,codellama_13b
falcon180b-69786.c,0,falcon180b
gemini_pro-6191.c,1,gemini_pro
gpt35-60057.c,1,gpt35
mistral_7b-8073.c,0,mistral_7b
codellama_13b-1363.c,0,codellama_13b
falcon2-11B-4424.c,1,falcon2
codellama_13b-6187.c,1,codellama_13b
codellama_13b-9221.c,1,codellama_13b
gpt35-41723.c,1,gpt35
falcon2-11B-5968.c,1,falcon2
codellama_13b-9073.c,1,codellama_13b
gpt35-74835.c,1,gpt35
gemma7b-34159.c,1,gemma7b
falcon180b-24935.c,1,falcon180b
codellama_13b-2723.c,1,codellama_13b
falcon180b-60251.c,0,falcon180b
mistral_7b-1238.c,1,mistral_7b
falcon180b-18202.c,1,falcon180b
gpt4o_mini-9858.c,0,gpt4o_mini
gpt4o_mini-25428.c,1,gpt4o_mini
gemini_pro-17567.c,0,gemini_pro
falcon2-11B-11531.c,1,falcon2
falcon2-11B-11768.c,0,falcon2
gpt4o_mini-14284.c,1,gpt4o_mini
gemini_pro-11109.c,1,gemini_pro
mistral_7b-8705.c,1,mistral_7b
gpt4o_mini-31131.c,0,gpt4o_mini
gemini_pro-2042.c,0,gemini_pro
falcon2-11B-9252.c,0,falcon2
gpt35-50047.c,0,gpt35
mistral_7b-5445.c,0,mistral_7b
falcon180b-67997.c,0,falcon180b
llama2-13B-19535.c,0,llama2
gemma7b-45722.c,0,gemma7b
gpt35-62881.c,1,gpt35
gpt35-15060.c,0,gpt35
gpt4o_mini-3741.c,1,gpt4o_mini
gemini_pro-8518.c,1,gemini_pro
gpt35-32291.c,0,gpt35
codellama_13b-7064.c,0,codellama_13b
gemma7b-39625.c,1,gemma7b
gemma7b-12081.c,0,gemma7b
gemini_pro-18256.c,1,gemini_pro
gpt4o_mini-35720.c,0,gpt4o_mini
gpt4o_mini-11745.c,1,gpt4o_mini
gpt4o_mini-4302.c,1,gpt4o_mini
gpt4o_mini-9497.c,0,gpt4o_mini
falcon2-11B-11871.c,0,falcon2
mistral_7b-6959.c,0,mistral_7b
llama2-13B-5709.c,0,llama2
gemma7b-21670.c,1,gemma7b
falcon2-11B-212.c,1,falcon2
llama2-13B-3211.c,0,llama2
gpt35-58068.c,0,gpt35
gemini_pro-26510.c,0,gemini_pro
llama2-13B-2728.c,0,llama2
gpt35-17494.c,0,gpt35
gpt35-42726.c,0,gpt35
codellama_13b-8760.c,0,codellama_13b
mistral_7b-578.c,0,mistral_7b
mistral_7b-9032.c,0,mistral_7b
codellama_13b-10048.c,0,codellama_13b
codellama_13b-1888.c,1,codellama_13b
gemini_pro-32331.c,1,gemini_pro
gpt35-63953.c,0,gpt35
gpt4o_mini-35812.c,1,gpt4o_mini
falcon180b-46523.c,0,falcon180b
falcon2-11B-3504.c,0,falcon2
mistral_7b-4125.c,0,mistral_7b
codellama_13b-3298.c,0,codellama_13b
mistral_7b-7256.c,1,mistral_7b
gpt35-52461.c,0,gpt35
gpt35-18128.c,0,gpt35
codellama_13b-3653.c,1,codellama_13b
gemma7b-23414.c,1,gemma7b
gemma7b-8607.c,1,gemma7b
gemma7b-5426.c,1,gemma7b
gemini_pro-23456.c,1,gemini_pro
mistral_7b-4367.c,0,mistral_7b
mistral_7b-780.c,0,mistral_7b
llama2-13B-856.c,1,llama2
llama2-13B-6562.c,1,llama2
falcon2-11B-9402.c,0,falcon2
codellama_13b-3426.c,1,codellama_13b
gpt4o_mini-16785.c,1,gpt4o_mini
gemma7b-20246.c,1,gemma7b
gpt35-52370.c,0,gpt35
llama2-13B-17618.c,1,llama2
mistral_7b-5355.c,0,mistral_7b
falcon2-11B-268.c,1,falcon2
falcon2-11B-6994.c,1,falcon2
falcon180b-25337.c,1,falcon180b
falcon2-11B-3672.c,0,falcon2
gemma7b-46451.c,0,gemma7b
codellama_13b-4457.c,0,codellama_13b
gemini_pro-39239.c,1,gemini_pro
gemma7b-39583.c,1,gemma7b
llama2-13B-3451.c,1,llama2
gpt4o_mini-32191.c,1,gpt4o_mini
gemma7b-2463.c,0,gemma7b
codellama_13b-3561.c,1,codellama_13b
llama2-13B-9123.c,1,llama2
gemini_pro-26968.c,0,gemini_pro
mistral_7b-6908.c,0,mistral_7b
gpt4o_mini-9516.c,0,gpt4o_mini
gpt35-76190.c,1,gpt35
falcon2-11B-4529.c,1,falcon2
gpt4o_mini-4802.c,0,gpt4o_mini
falcon180b-1001.c,1,falcon180b
codellama_13b-458.c,1,codellama_13b
codellama_13b-8596.c,0,codellama_13b
falcon2-11B-292.c,0,falcon2
gpt4o_mini-11888.c,1,gpt4o_mini
gemini_pro-3910.c,1,gemini_pro
falcon2-11B-4394.c,0,falcon2
gpt4o_mini-10800.c,0,gpt4o_mini
gemini_pro-39178.c,0,gemini_pro
llama2-13B-15334.c,1,llama2
codellama_13b-4454.c,1,codellama_13b
gpt35-48611.c,1,gpt35
gemini_pro-16394.c,1,gemini_pro
falcon180b-13497.c,1,falcon180b
gpt35-19274.c,1,gpt35
codellama_13b-7590.c,1,codellama_13b
gemini_pro-1100.c,0,gemini_pro
llama2-13B-18723.c,0,llama2
llama2-13B-5920.c,1,llama2
mistral_7b-3008.c,0,mistral_7b
falcon2-11B-366.c,1,falcon2
falcon180b-20383.c,0,falcon180b
mistral_7b-3067.c,1,mistral_7b
falcon180b-3751.c,1,falcon180b
llama2-13B-8905.c,1,llama2
gemma7b-36813.c,1,gemma7b
gemini_pro-17555.c,0,gemini_pro
mistral_7b-598.c,0,mistral_7b
gemma7b-45865.c,0,gemma7b
codellama_13b-2068.c,0,codellama_13b
gemma7b-28538.c,0,gemma7b
gpt35-64015.c,0,gpt35
falcon180b-9906.c,1,falcon180b
gemma7b-30474.c,1,gemma7b
llama2-13B-13401.c,1,llama2
codellama_13b-8703.c,1,codellama_13b
falcon180b-31619.c,1,falcon180b
gemma7b-46353.c,1,gemma7b
gpt35-61443.c,0,gpt35
gpt4o_mini-24302.c,0,gpt4o_mini
gemma7b-32047.c,0,gemma7b
gpt4o_mini-18237.c,1,gpt4o_mini
falcon180b-38773.c,1,falcon180b
gpt4o_mini-6640.c,1,gpt4o_mini
mistral_7b-4981.c,0,mistral_7b
gemini_pro-16489.c,0,gemini_pro
mistral_7b-1945.c,0,mistral_7b
gpt35-27922.c,0,gpt35
gemma7b-29497.c,0,gemma7b
gpt4o_mini-18217.c,0,gpt4o_mini
falcon180b-1699.c,1,falcon180b
gemma7b-5539.c,1,gemma7b
gpt4o_mini-9655.c,1,gpt4o_mini
gemini_pro-24148.c,1,gemini_pro
mistral_7b-3353.c,1,mistral_7b
falcon180b-62582.c,1,falcon180b
gemma7b-1943.c,0,gemma7b
gemma7b-39723.c,0,gemma7b
gpt35-26147.c,1,gpt35
gpt4o_mini-1295.c,0,gpt4o_mini
gpt4o_mini-13883.c,0,gpt4o_mini
gpt4o_mini-4398.c,1,gpt4o_mini
falcon2-11B-9609.c,1,falcon2
falcon2-11B-2605.c,1,falcon2
codellama_13b-7362.c,0,codellama_13b
gpt35-1425.c,1,gpt35
falcon180b-36297.c,1,falcon180b
gpt35-22381.c,0,gpt35
gemma7b-2715.c,1,gemma7b
codellama_13b-9364.c,0,codellama_13b
gpt4o_mini-5602.c,0,gpt4o_mini
gemini_pro-7530.c,0,gemini_pro
mistral_7b-9987.c,1,mistral_7b
gpt35-42498.c,0,gpt35
falcon180b-7280.c,1,falcon180b
gemma7b-7888.c,0,gemma7b
codellama_13b-4813.c,0,codellama_13b
falcon180b-52729.c,0,falcon180b
gpt35-50860.c,1,gpt35
gemini_pro-7808.c,0,gemini_pro
gpt4o_mini-18771.c,1,gpt4o_mini
falcon2-11B-6250.c,0,falcon2
mistral_7b-7675.c,1,mistral_7b
mistral_7b-8568.c,1,mistral_7b
llama2-13B-7396.c,1,llama2
gpt4o_mini-17515.c,1,gpt4o_mini
gemma7b-28365.c,0,gemma7b
gpt35-11990.c,1,gpt35
gemini_pro-9665.c,0,gemini_pro
falcon180b-7781.c,0,falcon180b
gpt35-6194.c,1,gpt35
gpt4o_mini-29758.c,1,gpt4o_mini
gemini_pro-18859.c,0,gemini_pro
falcon2-11B-5755.c,1,falcon2
gemma7b-35487.c,0,gemma7b
codellama_13b-11357.c,0,codellama_13b
falcon180b-44692.c,1,falcon180b
llama2-13B-8738.c,1,llama2
falcon2-11B-7993.c,0,falcon2
falcon2-11B-2630.c,0,falcon2
gemini_pro-36756.c,1,gemini_pro
falcon180b-37170.c,0,falcon180b
llama2-13B-18039.c,0,llama2
codellama_13b-1094.c,1,codellama_13b
falcon2-11B-7584.c,0,falcon2
gemma7b-16507.c,0,gemma7b
codellama_13b-6157.c,0,codellama_13b
gpt35-21495.c,1,gpt35
gpt35-50529.c,1,gpt35
falcon2-11B-10135.c,1,falcon2
llama2-13B-10211.c,0,llama2
gemini_pro-2074.c,0,gemini_pro
falcon180b-20608.c,0,falcon180b
falcon180b-51165.c,1,falcon180b
gpt35-64963.c,0,gpt35
gpt35-74024.c,1,gpt35
gemini_pro-31464.c,1,gemini_pro
falcon2-11B-6407.c,0,falcon2
gemini_pro-28048.c,0,gemini_pro
gpt4o_mini-17012.c,1,gpt4o_mini
codellama_13b-3531.c,1,codellama_13b
falcon180b-71407.c,1,falcon180b
mistral_7b-8083.c,0,mistral_7b
falcon180b-2699.c,0,falcon180b
gemini_pro-11498.c,0,gemini_pro
mistral_7b-4410.c,1,mistral_7b
mistral_7b-9467.c,1,mistral_7b
falcon180b-67205.c,1,falcon180b
gemma7b-34570.c,0,gemma7b
falcon180b-69956.c,1,falcon180b
gpt35-17062.c,0,gpt35
codellama_13b-1979.c,1,codellama_13b
llama2-13B-4908.c,0,llama2
gpt35-33324.c,1,gpt35
llama2-13B-17607.c,0,llama2
gemini_pro-25368.c,0,gemini_pro
falcon180b-25541.c,0,falcon180b
falcon180b-5526.c,0,falcon180b
gemma7b-30198.c,1,gemma7b
gpt35-71071.c,0,gpt35
codellama_13b-4936.c,1,codellama_13b
gpt35-58808.c,0,gpt35
llama2-13B-14232.c,0,llama2
codellama_13b-4963.c,1,codellama_13b
gemini_pro-8043.c,0,gemini_pro
gpt4o_mini-26914.c,1,gpt4o_mini
gemma7b-1313.c,0,gemma7b
gemini_pro-2276.c,1,gemini_pro
falcon2-11B-8880.c,1,falcon2
mistral_7b-8759.c,1,mistral_7b
llama2-13B-2107.c,1,llama2
falcon2-11B-2595.c,1,falcon2
falcon180b-32165.c,1,falcon180b
llama2-13B-10575.c,1,llama2
codellama_13b-11105.c,1,codellama_13b
codellama_13b-11045.c,0,codellama_13b
gpt4o_mini-9842.c,0,gpt4o_mini
gemma7b-18597.c,1,gemma7b
mistral_7b-8642.c,0,mistral_7b
falcon180b-7585.c,0,falcon180b
llama2-13B-18659.c,1,llama2
llama2-13B-11127.c,0,llama2
gemma7b-25596.c,0,gemma7b
gpt35-39888.c,1,gpt35
gemma7b-31502.c,1,gemma7b
gemini_pro-5485.c,1,gemini_pro
gemma7b-21097.c,1,gemma7b
gpt4o_mini-24566.c,1,gpt4o_mini
codellama_13b-6670.c,1,codellama_13b
falcon180b-12934.c,1,falcon180b
gemini_pro-34332.c,0,gemini_pro
codellama_13b-10172.c,1,codellama_13b
gemma7b-28925.c,0,gemma7b
llama2-13B-7883.c,1,llama2
falcon180b-51795.c,1,falcon180b
gpt4o_mini-15386.c,0,gpt4o_mini
llama2-13B-5234.c,0,llama2
falcon2-11B-11103.c,0,falcon2
gemini_pro-24883.c,1,gemini_pro
mistral_7b-1814.c,0,mistral_7b
gemma7b-38162.c,0,gemma7b
gpt35-31185.c,1,gpt35
gpt35-68637.c,1,gpt35
mistral_7b-1319.c,1,mistral_7b
falcon2-11B-10800.c,0,falcon2
gpt35-58975.c,0,gpt35
gpt4o_mini-22863.c,1,gpt4o_mini
falcon2-11B-3908.c,1,falcon2
mistral_7b-5546.c,0,mistral_7b
gpt35-47299.c,0,gpt35
llama2-13B-19877.c,1,llama2
falcon2-11B-11857.c,1,falcon2
falcon180b-42936.c,1,falcon180b
gemma7b-2533.c,1,gemma7b
llama2-13B-17649.c,1,llama2
falcon2-11B-5655.c,0,falcon2
gemma7b-21827.c,1,gemma7b
falcon180b-40849.c,1,falcon180b
gpt35-18491.c,1,gpt35
falcon180b-70040.c,0,falcon180b
codellama_13b-3975.c,0,codellama_13b
falcon2-11B-10531.c,1,falcon2
gemini_pro-22699.c,1,gemini_pro
falcon180b-14050.c,1,falcon180b
falcon180b-22969.c,0,falcon180b
gpt35-6740.c,1,gpt35
gemini_pro-26713.c,1,gemini_pro
codellama_13b-1595.c,0,codellama_13b
gpt4o_mini-475.c,0,gpt4o_mini
gpt35-53258.c,0,gpt35
mistral_7b-9138.c,0,mistral_7b
falcon180b-47475.c,0,falcon180b
llama2-13B-10.c,0,llama2
falcon2-11B-5898.c,1,falcon2
codellama_13b-10980.c,1,codellama_13b
mistral_7b-6072.c,0,mistral_7b
mistral_7b-3887.c,0,mistral_7b
llama2-13B-15110.c,1,llama2
gemma7b-12448.c,0,gemma7b
gemma7b-20012.c,1,gemma7b
gemma7b-24761.c,0,gemma7b
mistral_7b-4068.c,0,mistral_7b
gemini_pro-26097.c,0,gemini_pro
falcon180b-12952.c,0,falcon180b
gpt35-43342.c,1,gpt35
falcon180b-19863.c,0,falcon180b
mistral_7b-9864.c,0,mistral_7b
gpt35-53585.c,0,gpt35
gemini_pro-1122.c,1,gemini_pro
gemma7b-17956.c,0,gemma7b
mistral_7b-4841.c,0,mistral_7b
gpt4o_mini-6979.c,1,gpt4o_mini
gpt35-71317.c,0,gpt35
falcon180b-21944.c,1,falcon180b
codellama_13b-5443.c,1,codellama_13b
gpt4o_mini-6518.c,1,gpt4o_mini
gemini_pro-5872.c,0,gemini_pro
gemini_pro-22092.c,1,gemini_pro
gemma7b-38191.c,0,gemma7b
gemini_pro-14512.c,0,gemini_pro
falcon2-11B-8156.c,1,falcon2
llama2-13B-13426.c,1,llama2
mistral_7b-5501.c,1,mistral_7b
gemini_pro-76.c,1,gemini_pro
llama2-13B-15310.c,1,llama2
gpt4o_mini-35377.c,0,gpt4o_mini
mistral_7b-8480.c,0,mistral_7b
mistral_7b-1843.c,1,mistral_7b
falcon180b-58159.c,1,falcon180b
falcon180b-51614.c,0,falcon180b
gemini_pro-8506.c,1,gemini_pro
gpt4o_mini-17328.c,1,gpt4o_mini
llama2-13B-15614.c,1,llama2
llama2-13B-2541.c,1,llama2
falcon2-11B-2255.c,1,falcon2
llama2-13B-19481.c,1,llama2
gemma7b-5491.c,1,gemma7b
gemma7b-1717.c,1,gemma7b
falcon180b-46508.c,1,falcon180b
gemini_pro-26933.c,0,gemini_pro
mistral_7b-7228.c,1,mistral_7b
falcon2-11B-8274.c,0,falcon2
gpt35-36267.c,0,gpt35
mistral_7b-5930.c,1,mistral_7b
gemini_pro-7779.c,0,gemini_pro
llama2-13B-11677.c,1,llama2
falcon180b-59811.c,1,falcon180b
gpt35-43076.c,1,gpt35
falcon2-11B-987.c,0,falcon2
codellama_13b-9692.c,1,codellama_13b
gpt4o_mini-22015.c,0,gpt4o_mini
falcon2-11B-5515.c,1,falcon2
llama2-13B-13250.c,0,llama2
llama2-13B-2679.c,1,llama2
llama2-13B-15596.c,1,llama2
gemma7b-29642.c,0,gemma7b
mistral_7b-726.c,1,mistral_7b
falcon2-11B-733.c,0,falcon2
falcon180b-28392.c,0,falcon180b
gpt4o_mini-32131.c,0,gpt4o_mini
gemma7b-2013.c,0,gemma7b
falcon180b-41706.c,1,falcon180b
falcon2-11B-6204.c,0,falcon2
falcon180b-13142.c,1,falcon180b
falcon2-11B-8627.c,0,falcon2
codellama_13b-7295.c,1,codellama_13b
falcon180b-30674.c,1,falcon180b
falcon2-11B-7750.c,0,falcon2
llama2-13B-9106.c,0,llama2
gemma7b-26777.c,1,gemma7b
gemma7b-30382.c,0,gemma7b
llama2-13B-8449.c,0,llama2
codellama_13b-4171.c,0,codellama_13b
gpt35-75103.c,0,gpt35
gemini_pro-10367.c,0,gemini_pro
gemma7b-46274.c,1,gemma7b
mistral_7b-7002.c,1,mistral_7b
falcon180b-40265.c,1,falcon180b
gpt35-57978.c,0,gpt35
gpt4o_mini-34489.c,1,gpt4o_mini
gpt35-49223.c,0,gpt35
falcon180b-52191.c,1,falcon180b
falcon180b-50600.c,1,falcon180b
codellama_13b-6038.c,0,codellama_13b
gemma7b-2914.c,1,gemma7b
gemini_pro-21887.c,1,gemini_pro
gemma7b-27019.c,0,gemma7b
mistral_7b-219.c,1,mistral_7b
gemini_pro-14406.c,1,gemini_pro
gpt4o_mini-18675.c,1,gpt4o_mini
llama2-13B-10161.c,0,llama2
gpt4o_mini-2442.c,1,gpt4o_mini
codellama_13b-1636.c,0,codellama_13b
gpt35-17497.c,1,gpt35
gemini_pro-17856.c,0,gemini_pro
gpt35-45731.c,0,gpt35
mistral_7b-4638.c,0,mistral_7b
falcon2-11B-11732.c,1,falcon2
gemini_pro-36679.c,1,gemini_pro
falcon180b-5348.c,0,falcon180b
falcon2-11B-9270.c,0,falcon2
gpt35-56251.c,1,gpt35
llama2-13B-5879.c,1,llama2
gemini_pro-31173.c,0,gemini_pro
gpt35-49623.c,0,gpt35
